s,I,C
0.2,109.27984917410247,821.1348219565939
0.30000000000000004,159.41095421982405,1231.7022329348913
0.4,206.54479427904073,1642.2696439131878
0.5,250.82297710901526,2052.8370548914845
0.6000000000000001,292.46253196781447,2463.4044658697826
0.7,331.6258666326007,2873.971876848078
0.8,367.39641277619546,3284.5392878263756
0.9000000000000001,401.0608492965073,3695.106698804673
1.0,431.61457208428857,4105.674109782969
